,record_no,source,doc_type,question,response,score,cp_score,ragas_score
165,166,drop,single,How many more people than households are in the county according to the census?,"According to the 2010 census, there were 15,000 more people than households in the county.",False,0.0,1.0
166,167,drop,single,How many members did the party lose 1933 to 1939?,The party lost 1.6 million members between 1933 and 1939.,True,1.0,1.0
167,168,drop,single,How many years after Anne's marriage to John Alford was their son Robert born?,Robert was born 2 years after Anne's marriage to John Alford.,True,1.0,1.0
168,169,drop,single,Which tribe raided the Kievan Rus?,The Polovtsy tribe raided the Kievan Rus' in 1068-1069.,True,1.0,1.0
169,170,drop,single,How many days after Cardinal Jean de Caraman's death did Cardinal Bernard de la Tour die?,"Cardinal Jean de Caraman died on 1 August 1361 and Cardinal Bernard de la Tour died on 7 August 1361. Therefore, Cardinal Bernard de la Tour died 6 days after Cardinal Jean de Caraman.",True,1.0,1.0
170,171,drop,single,Which yard line did both teams score a touchdown from?,Both teams scored a touchdown from the 13-yard line.,True,0.6000000000000001,0.5
171,172,drop,single,How many percent were not Norwegian?,The Canada 2011 Census shows that 93.1% of the population in Saskatchewan were not Norwegian.,True,1.0,1.0
172,173,drop,single,How many percent are not  female householder with no husband present?,"I'm sorry, I'm not sure what you mean. Could you rephrase your question?

I found that there were 74,285 households, out of which 7,685 (10.3%) had a female householder with no husband present.",True,0.0,0.6000000000000001
173,174,drop,single,How many years did the Kingdom of Hungary exist?,"The Kingdom of Hungary existed for 26 years, from 1920 to 1946.",True,1.0,1.0
174,175,drop,single,How many percent were English American and Irish American combined?,The combined percentage of English American and Irish American was 18.1%.,True,1.0,1.0
175,176,drop,single,How many percent of Forth Worth commuters did not drive to work alone in 2009?,"In 2009, 19.4% of Fort Worth commuters did not drive to work alone.",True,1.0,1.0
176,177,drop,single,How many incomplete passes did Kurt Warner have?,"I'm afraid I couldn't find any information on how many incomplete passes Kurt Warner had. However, I did find out that he was 6/18 for 30 yards in a Week 16 interconference duel with the New England Patriots.",False,0.0,0.5
177,178,drop,single,Which gender group is larger: females or males?,"There are more females than males. For every 100 females, there are 97.3 males.",True,1.0,1.0
178,179,drop,single,Was the birth rate or death rate higher in 2007?,"The birth rate was higher in 2007, at 2.2%, compared to the death rate of 0.7%.",True,1.0,0.6666666667000001
179,180,drop,single,How many yards was the shortest touchdown?,The shortest touchdown was a 5-yard TD pass to TE Jeff King.,True,1.0,1.0
