,record_no,source,doc_type,question,response,score,cp_score,ragas_score
127,128,hotpot,multi,"Which case came first, Craig v. Boren or United States v. Paramount Pictures, Inc.?","United States v. Paramount Pictures, Inc. came first. It was decided in 1948, while Craig v. Boren was decided in 1976.",False,1.0,0.6666666667000001
128,129,hotpot,multi,"How many albums have been sold by the singer who released the 2002 single ""Sk8er Boi""?","The singer who released the 2002 single ""Sk8er Boi"" is Avril Lavigne, and she has sold over 40 million albums worldwide.",True,1.0,1.0
129,130,hotpot,multi,"Q: What 1965-born field director directed the 2002 Indian comedy horror film ""Makdee"" (""Spider"", in English)?","Vishal Bhardwaj directed the 2002 Indian comedy horror film ""Makdee.""",True,1.0,
130,131,hotpot,multi,Who is the star of the 2003 comedy that has a single from Candycoatedwaterdrops on its soundtrack?,"Jim Carrey stars in the 2003 comedy film ""Bruce Almighty"", which features songs from Plumb's album ""candycoatedwaterdrops"" on its soundtrack.",True,0.8,0.5
131,132,hotpot,multi,What vocalist and pianist was recorded by Modular Recordings?,"Karen O, the vocalist and pianist of the band Yeah Yeah Yeahs, was recorded by Modular Recordings.",True,0.4,0.5
132,133,hotpot,multi,Are Skeptical Inquirer and The Progressive Populist both tabloid-style magazines?,"No, only *The Progressive Populist* is described as a tabloid-style magazine. *Skeptical Inquirer* is a bimonthly American magazine with a subtitle: ""The Magazine for Science and Reason.""",True,1.0,1.0
133,134,hotpot,multi,The 2015 Cotton Bowl was played at the stadium that was the home of which NFL team?,"The 2015 Cotton Bowl Classic was played at AT&T Stadium, the home of the Dallas Cowboys of the National Football League (NFL).",True,1.0,1.0
134,135,hotpot,multi,Did the Sandy and Beaver Canal remain operational until a later date than the Los Angeles Aqueduct?,"No, the Sandy and Beaver Canal ceased operations in 1852, while the Los Angeles Aqueduct was built in the early 20th century and continued to operate beyond that time frame. The canal fell into disrepair due to issues with its middle section and was ultimately ruined by the failure of the Cold Run Reservoir Dam. On the other hand, the Los Angeles Aqueduct, designed by William Mulholland, successfully delivered water from the Owens River to Los Angeles and was recognized for its engineering achievements.",True,1.0,0.875
135,136,hotpot,multi,Where did the free agent quarterback acquired for the 2015 Buffalo Bills season play college football at?,"The free agent quarterback acquired for the 2015 Buffalo Bills season, Tyrod Taylor, played college football at Virginia Tech.",True,1.0,1.0
136,137,hotpot,multi,what other school is located in the same suburb as the Ghana Police College?,"The Ghana Technology University College is located in the same suburb as the Ghana Police College, in Tesano, a suburb of Accra, Ghana.",True,1.0,1.0
137,138,hotpot,multi,Bure Family Wines is named after former ice hockey player?,"Yes, Bure Family Wines is named after former ice hockey player Valeri Bure. The winery is a partnership between him and his wife, Candace Cameron Bure, and their friend Joshua Peeples.",True,1.0,0.6666666667000001
138,139,hotpot,multi,Tyler Redenbach was selected 77th overall by the Phoenix Coyotes in an NHL draft that was held in what city?,"Nashville, Tennessee.",True,1.0,1.0
139,140,hotpot,multi,"Who was born first, Ronnie Radke or Dave Brockie?","Dave Brockie was born first, on August 30, 1963. Ronnie Radke was born later, on December 15, 1983.",True,1.0,1.0
140,141,hotpot,multi,What is the company that currently recognizes the sprinting records set by Leni Junker and Florence Griffith-Joyner?,The International Association of Athletics Federations (IAAF) currently recognizes the sprinting records set by Leni Junker and Florence Griffith-Joyner.,True,0.4,0.5
141,142,hotpot,multi,What type of product is the sponsor of the Premiership Rugby Sevens SeriesSeries ?,The sponsor of the Premiership Rugby Sevens Series is a banking group.,False,0.0,0.0
142,143,hotpot,multi,"What films were the basis for ""Family Guy"" and the character of Peter Griffith?","The animated sitcom ""Family Guy"" and the character of Peter Griffin were based on two animated short films by Seth MacFarlane: ""The Life of Larry"" and ""Larry & Steve."" ""The Life of Larry"" was created as a thesis film by MacFarlane in 1995 while he was studying at the Rhode Island School of Design. The shorts feature a middle-aged character named Larry and an intellectual dog named Steve, who served as the inspiration for Peter Griffin and his dog Brian in ""Family Guy.""",True,1.0,0.75
143,144,hotpot,multi,Which actor in The Lieutenant Wears Skirts is named Samuel?,"The actor named Samuel in the film ""The Lieutenant Wears Skirts"" is Tom Ewell, whose birth name was Samuel Yewell Tompkins.",True,1.0,0.5
144,145,hotpot,multi,"What is the birthdate of this Uruguayan former footballer, who management team consists of Charlie Oatway?","Gustavo Augusto Poyet Domínguez, a Uruguayan former footballer, was born on November 15, 1967. His management team includes Charlie Oatway, who is an analyst with Shanghai Shenhua.",True,1.0,1.0
145,146,hotpot,multi,"Who was born first, Lecrae Devaughn Moore or Gawvi?","Lecrae Devaughn Moore was born on October 9, 1979, while Gabriel Alberto Azucena, also known as Gawvi, was born on September 23, 1988. Therefore, Lecrae was born first.",True,1.0,1.0
146,147,hotpot,multi,What genre does Orkworld and John Wick have in common?,"John Wick, the role-playing game designer, and Orkworld, the fantasy role-playing game he designed, both fall under the genre of fantasy.",True,1.0,0.6666666667000001
147,148,hotpot,multi,What is the current model of the iconic mascot co-created by Harold Bell?,"The current model/version of Woodsy Owl, the iconic mascot co-created by Harold Bell, is ""Lend a hand — care for the land!""",True,1.0,
148,149,hotpot,multi,What football league did John Moncur belong to during his time at Ipswich Town F.C.?,"John Moncur was loaned to Ipswich Town F.C. from Tottenham Hotspur, so he would have been part of Ipswich Town during their 1999-2000 season in the Football League First Division.",False,0.0,0.6666666667000001
149,150,hotpot,multi,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?","Farrukhzad Khosrau V was briefly king of the Sasanian Empire, which succeeded the Parthian Empire.",True,1.0,1.0
150,151,hotpot,multi,The lamp used in many lighthouses is similiar to this type of lamp patented in 1780 by Aimé Argand?,"The Lewis lamp, a type of lamp used in many lighthouses, is similar to the Argand lamp, which was patented by Aimé Argand in 1780. The Lewis lamp used a similar design, adding a parabolic reflector and a magnifying lens to improve the lamp's light output.",True,1.0,1.0
151,152,hotpot,multi,Which Outer Banks landmark and premiere BBQ restaurant has been featured in the magazine Southern Living?,"Pigman's Bar-B-Que, a premiere BBQ restaurant and landmark on the Outer Banks of North Carolina, has been featured in Southern Living magazine.",True,1.0,1.0
152,153,hotpot,multi,When did the game which held three times in  in East Asia first held,"The Dynasty Cup, regarded as the unofficial East Asian Championship, was first held before the founding of the East Asian Football Federation (EAFF) in 2002.",False,1.0,1.0
153,154,hotpot,multi,Where does Śivarāma Swami conduct courses on Vaishnava Theology?,Śivarāma Swami conducts courses on Gaudiya Vaishnava Theology at Bhaktivedanta Manor.,True,1.0,1.0
154,155,hotpot,multi,"Which battle occurred first, the Battle of Manila or the Battle of Guam?","The Battle of Manila took place first, occurring from February 3, 1945, to March 3, 1945, during the Second World War. The Second Battle of Guam, on the other hand, was fought between July 21 and August 10, 1944, as part of the Pacific campaign of World War II.",False,0.2,0.8
155,156,hotpot,multi,Which host of Sunday Night Safran has the hebrew first name Yehoshua?,John Michael Safran,True,1.0,
156,157,hotpot,multi,What was the benefit of reintroducing piston power and replacing the most popular turboprop engine in history?,"The benefit of reintroducing piston power and replacing a popular turboprop engine is improved fuel economy. The Orenda OE600 piston engine was designed to offer better fuel efficiency than the Pratt & Whitney Canada PT6 turboprop, which is one of the most widely-used turboprop aircraft engines.",True,1.0,0.75
157,158,hotpot,multi,What kind of group does Takahiro Moriuchi and Doug Pinnick have in common?,"Both Takahiro Moriuchi and Doug Pinnick have been part of rock bands. Moriuchi was a member of the Japanese boy band NEWS before leaving and becoming the lead vocalist of the rock band One Ok Rock. Pinnick, on the other hand, is known for his work with the hard rock/progressive metal band King's X and has also participated in various side projects, including the rock band KXM and the hard rock blues trio Grinder Blues.",True,0.8,1.0
158,159,hotpot,multi,Who is the cofounder of Big Gates Records that collaborated with DJ Khaled on his second album “We the Best”?,"The co-founder of Big Gates Records who collaborated with DJ Khaled on his second album, ""We the Best"", is Plies.",True,0.0,0.5
