,record_no,source,doc_type,question,response,score,cp_score,ragas_score
159,160,drop,single,"How many people are in Chişinău, Bălţi, and Soroca combined?","According to the 2014 census, the combined population of Chişinău, Bălţi, and Soroca was 768,857.",True,1.0,0.5
160,161,drop,single,How many yards was the shortest touchdown run?,The shortest touchdown run was 1 yard.,True,1.0,1.0
161,162,drop,single,"Which was bigger, the average family size or average household size?",The average family size was bigger than the average household size. The average household size was 2.39 and the average family size was 2.97.,True,1.0,1.0
162,163,drop,single,How many did the live birth rate increase between 2000 and 2011?,"The live birth rate in Carbon County, Pennsylvania, increased by 20 between 2000 and 2011.",True,1.0,1.0
163,164,drop,single,what month did the War of the League of Cambrai take place,"I was unable to find the exact timeframe for the War of the League of Cambrai. However, I can confirm that the Sack of Brescia, which took place during the war, occurred on February 18, 1512.",True,0.2,1.0
164,165,drop,single,How many yards was the longest touchdown pass?,"The longest touchdown pass mentioned here was 69 yards, thrown by Campbell to WR Darrius Heyward-Bey.",True,1.0,1.0
165,166,drop,single,How many more people than households are in the county according to the census?,"As per the 2010 census, there were 22,915 people and 7,953 households in the county. This means that there were 14,962 more people than households in the county.",True,1.0,1.0
166,167,drop,single,How many members did the party lose 1933 to 1939?,"During the period 1933 to 1939, the party lost approximately 1.6 million members, going from 3.5 million members in 1933 to 1.9 million in 1939.",True,1.0,1.0
167,168,drop,single,How many years after Anne's marriage to John Alford was their son Robert born?,Anne and John Alford's son Robert was born 2 years and 5 months after their marriage.,True,0.8,1.0
168,169,drop,single,Which tribe raided the Kievan Rus?,The Kievan Rus were raided by the Polovtsy tribe in 1068-1069.,True,1.0,1.0
169,170,drop,single,How many days after Cardinal Jean de Caraman's death did Cardinal Bernard de la Tour die?,Cardinal Bernard de la Tour died six days after Cardinal Jean de Caraman.,True,1.0,1.0
170,171,drop,single,Which yard line did both teams score a touchdown from?,Both teams scored a touchdown from the 13-yard line.,True,0.6000000000000001,0.5
171,172,drop,single,How many percent were not Norwegian?,93.1% of people in Saskatchewan are not Norwegian.,True,1.0,1.0
172,173,drop,single,How many percent are not  female householder with no husband present?,89.7% of households are not made up of a female householder with no husband present.,True,1.0,1.0
173,174,drop,single,How many years did the Kingdom of Hungary exist?,"The Kingdom of Hungary existed for 26 years, from 1920 to 1946.",True,1.0,1.0
174,175,drop,single,How many percent were English American and Irish American combined?,"According to the 2000 census, English Americans made up 9.9% of the population, while Irish Americans made up 8.2%. Combined, they made up 18.1% of the population.",True,1.0,1.0
175,176,drop,single,How many percent of Forth Worth commuters did not drive to work alone in 2009?,"In 2009, 19.4% of Forth Worth commuters did not drive to work alone.",True,1.0,1.0
176,177,drop,single,How many incomplete passes did Kurt Warner have?,Kurt Warner had 12 incomplete passes.,False,1.0,1.0
177,178,drop,single,Which gender group is larger: females or males?,"There are more females than males. For every 100 females, there are 97.3 males.",True,1.0,1.0
178,179,drop,single,Was the birth rate or death rate higher in 2007?,"In 2007, the birth rate was 2.2% and the death rate was 0.7% in Karnataka, India. Therefore, the birth rate was higher.",True,1.0,1.0
179,180,drop,single,How many yards was the shortest touchdown?,The shortest touchdown mentioned here is 5 yards.,True,1.0,1.0
