,record_no,source,doc_type,question,response,score,cp_score,ragas_score
104,105,hotpot,multi,"Are The Maine and Black both from Tempe, Arizona?","The Maine is an American rock band from Tempe, Arizona, formed in 2007. On the other hand, Black is a Bangladeshi rock band formed in Dhaka, Bangladesh. Therefore, only The Maine is from Tempe, Arizona.",True,1.0,0.8333333333
105,106,hotpot,multi,Was Lee Grant or Colin Campbell born first?,"I found several people named Colin Campbell:

## Colin Campbell, 1st Earl of Argyll
Colin Campbell, 1st Earl of Argyll, was a medieval Scottish nobleman, peer, and politician. He died on May 10, 1493, so he was likely born before Lee Grant, who was born in the mid-1920s.

## Sir Colin Campbell of Lundie, 1st Baronet
Sir Colin Campbell of Lundie, 1st Baronet, was a Scottish noble who died around 1650. He was the son of Colin Campbell of Lundie, who was the youngest son of Colin Campbell, 6th Earl of Argyll. He was likely also born before Lee Grant.

## James Colin Campbell
James Colin Campbell was a Scottish-born film director, actor, and screenwriter. He was born on October 11, 1859, and died on August 26, 1928, so he was definitely born before Lee Grant.

## Henry Colin Campbell
Henry Colin Campbell, also known as The Torch Murderer, was executed by the state of New Jersey for murder in 1930. He was likely born after Lee Grant.

I also found a Lee Grant, who is an American actress and film director born in the mid-1920s. There is also a Leonara Elizabeth Grant, known professionally as Lee Grant, who was an English-born New Zealand actress and singer born on August 3, 1931.

Can you please clarify which Lee Grant and Colin Campbell you're referring to?",False,1.0,0.9629629630000001
106,107,hotpot,multi,In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,"The Moroccan ambassador in Beijing is the official representative of the Government in Rabat to the Government of the People's Republic of China.

Therefore, the ambassador of the Rabat-Salé-Kénitra administrative region to China is based in Beijing.",True,1.0,0.6666666667000001
107,108,hotpot,multi,Which of the university at which Jack M. Guttentag  is a professor emeritus of finance was established in 1881 through a donation?,"Jack M. Guttentag is a professor emeritus of finance at the Wharton School of the University of Pennsylvania, which was established in 1881 through a donation from Joseph Wharton.",True,0.8,1.0
108,109,hotpot,multi,What date did the movement Hans Knirsch was an activist for officially gain traction?,"Hans Knirsch was an activist for Austrian National Socialism, a Pan-German movement that was formed at the beginning of the 20th century. The movement took a concrete form on November 15, 1903, when the German Worker's Party (DAP) was established in Austria.",True,1.0,1.0
109,110,hotpot,multi,Which American sketch comedy television series starring John C. Reilly was produced by Abso Lutely Productions?,"The American sketch comedy television series starring John C. Reilly that was produced by Abso Lutely Productions is ""Check It Out! with Dr. Steve Brule"".",True,1.0,1.0
110,111,hotpot,multi,Jayaprakash Narayan was posthumously awarded what highest Indian civilian award?,"Jayaprakash Narayan was posthumously awarded the Bharat Ratna, India's highest civilian award, in 1999.",True,1.0,1.0
111,112,hotpot,multi,Which system of mountains in eastern North America is Hamburg Mountains a range region of,"The Hamburg Mountains are a range of the New York-New Jersey Highlands region of the Appalachian Mountains. The Appalachian Mountains, often called the Appalachians, are a system of mountains in eastern North America.",True,1.0,1.0
112,113,hotpot,multi,What regular performer at the R-26 club in Paris was known for her banana-themed costume?,Josephine Baker was a regular performer at the R-26 club in Paris and was known for her banana-themed costume.,True,0.0,0.5
113,114,hotpot,multi,What technique does Cam Clarke and Akira have in common?,"I was not able to find any information on a technique that is common between Cam Clarke and Akira. However, I can confirm that both are associated with animated productions. Cam Clarke is an American voice actor known for his work in animation and video games, including the 1989 original English dub of ""Akira"". Akira is a 1988 Japanese adult animated science fiction film.",True,0.4,1.0
114,115,hotpot,multi,The Governor of Santiago del Estero is a citizen of the province that is neighbored by which province on the north?,The province of Santiago del Estero is bordered by Salta to the north. The current governor of Salta is Claudia Ledesma Abdala.,True,0.6000000000000001,0.5
115,116,hotpot,multi,"Which plant is indigenous to the western hemisphere, Stephanocereus or Nepenthes?","Stephanocereus is a genus of cactus from Brazil. Nepenthes, also known as tropical pitcher plants, is a genus of carnivorous plants that are mostly found in the Old World tropics, ranging from South China, Indonesia, Malaysia, and the Philippines, to Australia, Borneo, and India. Therefore, Stephanocereus is indigenous to the Western Hemisphere.",True,1.0,0.8571428571
116,117,hotpot,multi,The Pappas house is the largest of the Usonian Automatics built after a house located in what village?,"The Pappas House is the largest of the Usonian Automatics built after the Gerald B. and Beverley Tonkens House, located in Amberley Village, Ohio.",True,1.0,0.6666666667000001
117,118,hotpot,multi,What class of yamaha class sport bike motorcycle did Ryuji Yokoa use when he finished as champion in the MFJ All Japan Road Race GP250 Championship in 2006?,Ryuji Yokoe is a Japanese motorcycle racer who finished as champion in the MFJ All Japan Road Race GP250 Championship in 2006. He currently competes in the All Japan Road Race ST600 Championship aboard a Yamaha YZF-R6. The Yamaha YZF-R6 is a 600-class sportbike motorcycle.,True,0.0,1.0
118,119,hotpot,multi,Black Star is the debut fragrance by a singer-songwriter that has sold approximately how many albums worldwide?,Black Star is the debut fragrance by French-Canadian singer-songwriter Avril Lavigne. Lavigne has sold more than 40 million albums worldwide.,True,1.0,1.0
119,120,hotpot,multi,"Though Nursultan Nazarbayev was elected through the democratic system of “rule of the majority”, citizens though what of his election?","Most observers viewed Nursultan Nazarbayev's election as unfair, suggesting that he was not interested in promoting a democratic system of government. In 2015, Nazarbayev was re-elected with almost 98% of the vote.",True,0.4,1.0
120,121,hotpot,multi,"Which case came first, Craig v. Boren or United States v. Paramount Pictures, Inc.?","United States v. Paramount Pictures, Inc. came first. It was heard in 1948, while Craig v. Boren was heard in 1976.",False,1.0,0.6666666667000001
121,122,hotpot,multi,"Q: What 1965-born field director directed the 2002 Indian comedy horror film ""Makdee"" (""Spider"", in English)?","Vishal Bhardwaj, born on August 4, 1965, directed the 2002 Indian comedy horror film ""Makdee"" (""Spider"", in English).",True,1.0,1.0
122,123,hotpot,multi,Who is the star of the 2003 comedy that has a single from Candycoatedwaterdrops on its soundtrack?,"The star of the 2003 comedy ""Bruce Almighty"" that has a single from Candycoatedwaterdrops on its soundtrack is Jim Carrey.",True,0.6000000000000001,0.5
123,124,hotpot,multi,What vocalist and pianist was recorded by Modular Recordings?,"Karen O, the vocalist and pianist of the American indie rock band Yeah Yeah Yeahs, was recorded by Modular Recordings.",True,0.0,0.5
124,125,hotpot,multi,Are Skeptical Inquirer and The Progressive Populist both tabloid-style magazines?,"The Progressive Populist is a magazine in tabloid newspaper format published twice monthly and is based in Storm Lake, Iowa. Skeptical Inquirer is a bimonthly American magazine published by the Committee for Skeptical Inquiry (CSI) with the subtitle ""The Magazine for Science and Reason"".

Therefore, both The Progressive Populist and Skeptical Inquirer are tabloid-style magazines.",True,0.0,0.875
125,126,hotpot,multi,The 2015 Cotton Bowl was played at the stadium that was the home of which NFL team?,"The 2015 Cotton Bowl was played at the AT&T Stadium in Arlington, Texas, which is the home stadium of the Dallas Cowboys of the National Football League (NFL).",False,1.0,1.0
126,127,hotpot,multi,Did the Sandy and Beaver Canal remain operational until a later date than the Los Angeles Aqueduct?,"The Sandy and Beaver Canal operated from 1848 until 1852. The Los Angeles Aqueduct was completed in 1913 and remains operational. Therefore, the Los Angeles Aqueduct has remained operational longer than the Sandy and Beaver Canal.",True,1.0,0.5
127,128,hotpot,multi,Where did the free agent quarterback acquired for the 2015 Buffalo Bills season play college football at?,"Tyrod Taylor, the quarterback acquired by the Buffalo Bills as a free agent for the 2015 season, played college football at Virginia Tech.",True,1.0,1.0
128,129,hotpot,multi,what other school is located in the same suburb as the Ghana Police College?,"The Ghana Police College is located in Tesano, a suburb of Accra, Ghana. The main campus of Ghana Technology University College is also located in Tesano.",True,1.0,1.0
129,130,hotpot,multi,Bure Family Wines is named after former ice hockey player?,"Yes, Bure Family Wines is named after former ice hockey player Valeri Vladimirovich ""Val"" Bure. He played 10 seasons in the National Hockey League (NHL) for the Montreal Canadiens, Calgary Flames, Florida Panthers, St. Louis Blues, and Dallas Stars.",True,1.0,1.0
130,131,hotpot,multi,Tyler Redenbach was selected 77th overall by the Phoenix Coyotes in an NHL draft that was held in what city?,"Tyler Redenbach was selected 77th overall by the Phoenix Coyotes in the 2003 NHL Entry Draft, which was held in Nashville, Tennessee.",True,1.0,1.0
131,132,hotpot,multi,"Who was born first, Ronnie Radke or Dave Brockie?","Ronnie Radke was born on December 15, 1983, while Dave Brockie was born on August 30, 1963. Therefore, Dave Brockie was born first.",True,1.0,1.0
132,133,hotpot,multi,What is the company that currently recognizes the sprinting records set by Leni Junker and Florence Griffith-Joyner?,"The International Association of Athletics Federations (IAAF) currently recognizes the sprinting records set by Helene ""Leni"" Junker and Florence Griffith-Joyner.",True,0.0,0.5
133,134,hotpot,multi,Which actor in The Lieutenant Wears Skirts is named Samuel?,"The 1956 comedy film ""The Lieutenant Wore Skirts"" stars Tom Ewell, whose birth name was Samuel Yewell Tompkins.",True,1.0,1.0
134,135,hotpot,multi,"What is the birthdate of this Uruguayan former footballer, who management team consists of Charlie Oatway?","Gustavo Augusto ""Gus"" Poyet Domínguez, whose management team includes Charlie Oatway, was born on November 15, 1967.",True,1.0,1.0
135,136,hotpot,multi,"Who was born first, Lecrae Devaughn Moore or Gawvi?","Lecrae Devaughn Moore was born on October 9, 1979, while Gawvi, whose birth name is Gabriel Alberto Azucena, was born on September 23, 1988. Therefore, Lecrae Devaughn Moore was born first.",True,1.0,1.0
136,137,hotpot,multi,What genre does Orkworld and John Wick have in common?,"Orkworld is a fantasy role-playing game designed by John Wick. John Wick is also the name of an American neo-noir action thriller film series starring Keanu Reeves. Therefore, the game Orkworld and the film series John Wick have the fantasy genre in common.",False,0.0,0.8
137,138,hotpot,multi,What is the current model of the iconic mascot co-created by Harold Bell?,"The current model of the iconic mascot co-created by Harold Bell is Woodsy Owl, an owl icon for the United States Forest Service. Woodsy Owl's current motto is ""Lend a hand — care for the land!""",True,1.0,0.6666666667000001
138,139,hotpot,multi,What football league did John Moncur belong to during his time at Ipswich Town F.C.?,"John Moncur played for Ipswich Town F.C. during a loan period from Tottenham Hotspur. At the time, Ipswich Town F.C. was playing in the Football League Championship, the second-highest division in the English football league system.",True,0.0,0.75
139,140,hotpot,multi,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",Farrukhzad Khosrau V was briefly king of the Sasanian Empire from March 631 to April 631. The Sasanian Empire succeeded the Parthian Empire.,True,1.0,1.0
140,141,hotpot,multi,The lamp used in many lighthouses is similiar to this type of lamp patented in 1780 by Aimé Argand?,"Yes, the lamp used in many lighthouses is similar to the Argand lamp, which was patented in 1780 by Aimé Argand. The Argand lamp was an oil lamp that produced a brighter light than earlier lamps and required less frequent wick trimming. Winslow Lewis later invented the Lewis lamp, which used a similar design to the Argand lamp and was widely used in European lighthouses.",True,1.0,0.875
141,142,hotpot,multi,Which Outer Banks landmark and premiere BBQ restaurant has been featured in the magazine Southern Living?,Pigman's Bar-B-Que is an Outer Banks landmark and a premiere BBQ restaurant that has been featured in Southern Living magazine. The Outer Banks (OBX) is a 200-mile string of barrier islands and spits off the coast of North Carolina.,True,1.0,1.0
142,143,hotpot,multi,Where does Śivarāma Swami conduct courses on Vaishnava Theology?,"Śivarāma Swami conducts courses on Vaishnava Theology at Bhaktivedanta Manor, a Gaudiya Vaishnava temple in Hertfordshire, England.",False,1.0,1.0
143,144,hotpot,multi,"Which battle occurred first, the Battle of Manila or the Battle of Guam?","The Battle of Manila that took place in 1574 occurred first. The Battle of Guam, on the other hand, took place during World War II in the years 1941 and 1944.",False,0.8,0.8
144,145,hotpot,multi,Which host of Sunday Night Safran has the hebrew first name Yehoshua?,"John Michael Safran, the co-host of Sunday Night Safran, has the Hebrew first name Yehoshua.",True,1.0,1.0
145,146,hotpot,multi,What was the benefit of reintroducing piston power and replacing the most popular turboprop engine in history?,"The Orenda OE600 was intended to reintroduce piston power to aircraft normally powered by the Pratt & Whitney Canada PT6 turboprop engine, which is one of the most popular turboprop aircraft engines in history. The piston engine offered better fuel economy, which Orenda Aerospace felt would be attractive for older aircraft whose engines were reaching the end of their lifespan. However, the project was canceled due to changes in Orenda's business in the post-9/11 time frame.",True,1.0,1.0
146,147,hotpot,multi,What kind of group does Takahiro Moriuchi and Doug Pinnick have in common?,"Takahiro Moriuchi and Doug Pinnick are both part of rock bands. Moriuchi is the lead vocalist of the Japanese rock band ONE OK ROCK. Pinnick is the bass guitarist, songwriter, and co-lead vocalist for the hard rock/progressive metal band King's X.",True,0.8,1.0
147,148,hotpot,multi,Who is the cofounder of Big Gates Records that collaborated with DJ Khaled on his second album “We the Best”?,"The co-founder of Big Gates Records is the stepbrother of Algernod Lanier Washington, who is better known by his stage name Plies.",False,0.0,1.0
